Tahiti Completion Time (ms);Devastator Completion Time (ms);AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms);Matrix Width (elements);Matrix Height (elements);Branch count (per thread);Read accesses to global memory (per thread);Write accesses to global memory (per thread);Read accesses to local memory (per thread);Write accesses to local memory (per thread);Read accesses to constant memory (per thread);Arithmetic operations (per thread);Logic operations (per thread);Bitwise operations (per thread);Comparison operations (per thread);Pown operations (per thread);Sqrt operations (per thread);Hypot operations (per thread);Data size transf from host to device (bytes);Data size transf from device to host (bytes);Data size allocated locally (bytes);Global work size dim 1 (number of threads);Global work size dim 2 (number of threads);Global work size dim 3 (number of threads);Local work size dim 1 (number of threads);Local work size dim 2 (number of threads);Local work size dim 3 (number of threads);Kernel calls;Computation density;Memory access density
3,34;3,35;1,69;118;118;1;118;1;0;0;0;236;0;0;1;0;0;0;55696;472;0;128;1;1;64;1;1;1;0,538;0,269
4,10;3,50;1,82;120;120;1;120;1;0;0;0;240;0;0;1;0;0;0;57600;480;0;128;1;1;64;1;1;1;0,529;0,264
3,03;3,24;1,89;122;122;1;122;1;0;0;0;244;0;0;1;0;0;0;59536;488;0;128;1;1;64;1;1;1;0,520;0,260
3,15;3,32;1,70;124;124;1;124;1;0;0;0;248;0;0;1;0;0;0;61504;496;0;128;1;1;64;1;1;1;0,512;0,256
3,72;3,29;1,93;126;126;1;126;1;0;0;0;252;0;0;1;0;0;0;63504;504;0;128;1;1;64;1;1;1;0,504;0,252
3,54;3,35;1,63;128;128;1;128;1;0;0;0;256;0;0;1;0;0;0;65536;512;0;128;1;1;64;1;1;1;0,496;0,248
3,49;3,31;2,18;130;130;1;130;1;0;0;0;260;0;0;1;0;0;0;67600;520;0;192;1;1;64;1;1;1;0,733;0,366
3,26;3,03;1,80;132;132;1;132;1;0;0;0;264;0;0;1;0;0;0;69696;528;0;192;1;1;64;1;1;1;0,722;0,361
3,53;2,71;2,04;134;134;1;134;1;0;0;0;268;0;0;1;0;0;0;71824;536;0;192;1;1;64;1;1;1;0,711;0,356
3,97;3,25;2,16;136;136;1;136;1;0;0;0;272;0;0;1;0;0;0;73984;544;0;192;1;1;64;1;1;1;0,701;0,350
3,89;3,74;2,17;138;138;1;138;1;0;0;0;276;0;0;1;0;0;0;76176;552;0;192;1;1;64;1;1;1;0,691;0,345
3,20;3,33;1,70;140;140;1;140;1;0;0;0;280;0;0;1;0;0;0;78400;560;0;192;1;1;64;1;1;1;0,681;0,340
3,42;3,22;2,41;142;142;1;142;1;0;0;0;284;0;0;1;0;0;0;80656;568;0;192;1;1;64;1;1;1;0,671;0,336
3,63;3,66;2,17;144;144;1;144;1;0;0;0;288;0;0;1;0;0;0;82944;576;0;192;1;1;64;1;1;1;0,662;0,331
3,98;3,01;1,73;146;146;1;146;1;0;0;0;292;0;0;1;0;0;0;85264;584;0;192;1;1;64;1;1;1;0,653;0,327
3,34;3,09;1,88;148;148;1;148;1;0;0;0;296;0;0;1;0;0;0;87616;592;0;192;1;1;64;1;1;1;0,644;0,322
3,48;3,17;1,80;150;150;1;150;1;0;0;0;300;0;0;1;0;0;0;90000;600;0;192;1;1;64;1;1;1;0,636;0,318
3,37;2,78;2,07;152;152;1;152;1;0;0;0;304;0;0;1;0;0;0;92416;608;0;192;1;1;64;1;1;1;0,627;0,314
3,53;3,23;2,15;154;154;1;154;1;0;0;0;308;0;0;1;0;0;0;94864;616;0;192;1;1;64;1;1;1;0,619;0,310
3,52;3,30;2,19;156;156;1;156;1;0;0;0;312;0;0;1;0;0;0;97344;624;0;192;1;1;64;1;1;1;0,611;0,306
3,38;3,19;2,41;158;158;1;158;1;0;0;0;316;0;0;1;0;0;0;99856;632;0;192;1;1;64;1;1;1;0,604;0,302
3,75;3,41;2,40;160;160;1;160;1;0;0;0;320;0;0;1;0;0;0;102400;640;0;192;1;1;64;1;1;1;0,596;0,298
3,33;3,06;2,65;162;162;1;162;1;0;0;0;324;0;0;1;0;0;0;104976;648;0;192;1;1;64;1;1;1;0,589;0,294
3,68;3,28;2,02;164;164;1;164;1;0;0;0;328;0;0;1;0;0;0;107584;656;0;192;1;1;64;1;1;1;0,582;0,291
3,56;3,32;2,52;166;166;1;166;1;0;0;0;332;0;0;1;0;0;0;110224;664;0;192;1;1;64;1;1;1;0,575;0,287
3,70;3,57;2,33;168;168;1;168;1;0;0;0;336;0;0;1;0;0;0;112896;672;0;192;1;1;64;1;1;1;0,568;0,284
3,55;3,97;2,97;170;170;1;170;1;0;0;0;340;0;0;1;0;0;0;115600;680;0;192;1;1;64;1;1;1;0,561;0,281
3,81;3,08;1,97;172;172;1;172;1;0;0;0;344;0;0;1;0;0;0;118336;688;0;192;1;1;64;1;1;1;0,555;0,277
3,64;3,30;2,36;174;174;1;174;1;0;0;0;348;0;0;1;0;0;0;121104;696;0;192;1;1;64;1;1;1;0,549;0,274
4,03;3,05;2,10;176;176;1;176;1;0;0;0;352;0;0;1;0;0;0;123904;704;0;192;1;1;64;1;1;1;0,542;0,271
4,03;3,35;2,25;178;178;1;178;1;0;0;0;356;0;0;1;0;0;0;126736;712;0;192;1;1;64;1;1;1;0,536;0,268
3,78;3,10;2,00;180;180;1;180;1;0;0;0;360;0;0;1;0;0;0;129600;720;0;192;1;1;64;1;1;1;0,530;0,265
3,59;3,28;2,09;182;182;1;182;1;0;0;0;364;0;0;1;0;0;0;132496;728;0;192;1;1;64;1;1;1;0,525;0,262
3,78;3,73;1,94;184;184;1;184;1;0;0;0;368;0;0;1;0;0;0;135424;736;0;192;1;1;64;1;1;1;0,519;0,259
4,12;3,34;2,14;186;186;1;186;1;0;0;0;372;0;0;1;0;0;0;138384;744;0;192;1;1;64;1;1;1;0,513;0,257
3,71;3,49;2,25;188;188;1;188;1;0;0;0;376;0;0;1;0;0;0;141376;752;0;192;1;1;64;1;1;1;0,508;0,254
4,31;2,69;2,18;190;190;1;190;1;0;0;0;380;0;0;1;0;0;0;144400;760;0;192;1;1;64;1;1;1;0,503;0,251
3,24;3,33;2,04;192;192;1;192;1;0;0;0;384;0;0;1;0;0;0;147456;768;0;192;1;1;64;1;1;1;0,497;0,249
3,89;3,05;2,16;194;194;1;194;1;0;0;0;388;0;0;1;0;0;0;150544;776;0;256;1;1;64;1;1;1;0,656;0,328
3,84;2,99;2,44;196;196;1;196;1;0;0;0;392;0;0;1;0;0;0;153664;784;0;256;1;1;64;1;1;1;0,650;0,325
3,83;3,13;1,91;198;198;1;198;1;0;0;0;396;0;0;1;0;0;0;156816;792;0;256;1;1;64;1;1;1;0,643;0,322
3,72;2,99;2,21;200;200;1;200;1;0;0;0;400;0;0;1;0;0;0;160000;800;0;256;1;1;64;1;1;1;0,637;0,318
3,91;3,43;2,56;202;202;1;202;1;0;0;0;404;0;0;1;0;0;0;163216;808;0;256;1;1;64;1;1;1;0,631;0,315
3,96;3,49;2,50;204;204;1;204;1;0;0;0;408;0;0;1;0;0;0;166464;816;0;256;1;1;64;1;1;1;0,624;0,312
3,26;3,08;1,95;206;206;1;206;1;0;0;0;412;0;0;1;0;0;0;169744;824;0;256;1;1;64;1;1;1;0,618;0,309
4,01;2,88;2,36;208;208;1;208;1;0;0;0;416;0;0;1;0;0;0;173056;832;0;256;1;1;64;1;1;1;0,612;0,306
3,73;3,58;2,61;210;210;1;210;1;0;0;0;420;0;0;1;0;0;0;176400;840;0;256;1;1;64;1;1;1;0,607;0,303
3,89;3,28;2,35;212;212;1;212;1;0;0;0;424;0;0;1;0;0;0;179776;848;0;256;1;1;64;1;1;1;0,601;0,300
3,25;3,06;2,69;214;214;1;214;1;0;0;0;428;0;0;1;0;0;0;183184;856;0;256;1;1;64;1;1;1;0,595;0,298
3,90;3,30;2,47;216;216;1;216;1;0;0;0;432;0;0;1;0;0;0;186624;864;0;256;1;1;64;1;1;1;0,590;0,295
4,09;3,19;2,26;218;218;1;218;1;0;0;0;436;0;0;1;0;0;0;190096;872;0;256;1;1;64;1;1;1;0,584;0,292
3,95;3,74;2,18;220;220;1;220;1;0;0;0;440;0;0;1;0;0;0;193600;880;0;256;1;1;64;1;1;1;0,579;0,290
4,33;3,90;2,17;222;222;1;222;1;0;0;0;444;0;0;1;0;0;0;197136;888;0;256;1;1;64;1;1;1;0,574;0,287
4,14;3,54;2,40;224;224;1;224;1;0;0;0;448;0;0;1;0;0;0;200704;896;0;256;1;1;64;1;1;1;0,569;0,284
3,79;3,44;2,14;226;226;1;226;1;0;0;0;452;0;0;1;0;0;0;204304;904;0;256;1;1;64;1;1;1;0,564;0,282
4,25;3,01;1,81;228;228;1;228;1;0;0;0;456;0;0;1;0;0;0;207936;912;0;256;1;1;64;1;1;1;0,559;0,279
3,86;3,20;2,08;230;230;1;230;1;0;0;0;460;0;0;1;0;0;0;211600;920;0;256;1;1;64;1;1;1;0,554;0,277
3,42;3,87;1,97;232;232;1;232;1;0;0;0;464;0;0;1;0;0;0;215296;928;0;256;1;1;64;1;1;1;0,549;0,275
4,42;3,50;2,12;234;234;1;234;1;0;0;0;468;0;0;1;0;0;0;219024;936;0;256;1;1;64;1;1;1;0,545;0,272
4,03;3,39;2,23;236;236;1;236;1;0;0;0;472;0;0;1;0;0;0;222784;944;0;256;1;1;64;1;1;1;0,540;0,270
4,14;3,21;2,15;238;238;1;238;1;0;0;0;476;0;0;1;0;0;0;226576;952;0;256;1;1;64;1;1;1;0,536;0,268
4,41;3,60;2,18;240;240;1;240;1;0;0;0;480;0;0;1;0;0;0;230400;960;0;256;1;1;64;1;1;1;0,531;0,266
4,01;3,68;2,67;242;242;1;242;1;0;0;0;484;0;0;1;0;0;0;234256;968;0;256;1;1;64;1;1;1;0,527;0,263
4,10;3,27;2,44;244;244;1;244;1;0;0;0;488;0;0;1;0;0;0;238144;976;0;256;1;1;64;1;1;1;0,522;0,261
3,91;3,70;2,48;246;246;1;246;1;0;0;0;492;0;0;1;0;0;0;242064;984;0;256;1;1;64;1;1;1;0,518;0,259
4,06;3,24;2,38;248;248;1;248;1;0;0;0;496;0;0;1;0;0;0;246016;992;0;256;1;1;64;1;1;1;0,514;0,257
3,78;3,49;1,81;250;250;1;250;1;0;0;0;500;0;0;1;0;0;0;250000;1000;0;256;1;1;64;1;1;1;0,510;0,255
3,88;3,52;1,68;252;252;1;252;1;0;0;0;504;0;0;1;0;0;0;254016;1008;0;256;1;1;64;1;1;1;0,506;0,253
3,85;3,52;2,52;254;254;1;254;1;0;0;0;508;0;0;1;0;0;0;258064;1016;0;256;1;1;64;1;1;1;0,502;0,251
4,24;3,82;2,55;256;256;1;256;1;0;0;0;512;0;0;1;0;0;0;262144;1024;0;256;1;1;64;1;1;1;0,498;0,249
3,68;3,56;1,99;258;258;1;258;1;0;0;0;516;0;0;1;0;0;0;266256;1032;0;320;1;1;64;1;1;1;0,618;0,309
3,66;3,42;1,78;260;260;1;260;1;0;0;0;520;0;0;1;0;0;0;270400;1040;0;320;1;1;64;1;1;1;0,613;0,307
4,05;3,60;2,07;262;262;1;262;1;0;0;0;524;0;0;1;0;0;0;274576;1048;0;320;1;1;64;1;1;1;0,608;0,304
4,00;3,69;1,94;264;264;1;264;1;0;0;0;528;0;0;1;0;0;0;278784;1056;0;320;1;1;64;1;1;1;0,604;0,302
4,26;3,27;2,20;266;266;1;266;1;0;0;0;532;0;0;1;0;0;0;283024;1064;0;320;1;1;64;1;1;1;0,599;0,300
3,80;3,57;1,95;268;268;1;268;1;0;0;0;536;0;0;1;0;0;0;287296;1072;0;320;1;1;64;1;1;1;0,595;0,297
3,82;3,14;2,60;270;270;1;270;1;0;0;0;540;0;0;1;0;0;0;291600;1080;0;320;1;1;64;1;1;1;0,590;0,295
4,07;3,68;2,07;272;272;1;272;1;0;0;0;544;0;0;1;0;0;0;295936;1088;0;320;1;1;64;1;1;1;0,586;0,293
4,25;3,83;2,36;274;274;1;274;1;0;0;0;548;0;0;1;0;0;0;300304;1096;0;320;1;1;64;1;1;1;0,582;0,291
4,00;3,16;1,78;276;276;1;276;1;0;0;0;552;0;0;1;0;0;0;304704;1104;0;320;1;1;64;1;1;1;0,578;0,289
4,01;3,54;2,60;278;278;1;278;1;0;0;0;556;0;0;1;0;0;0;309136;1112;0;320;1;1;64;1;1;1;0,573;0,287
4,48;4,11;2,06;280;280;1;280;1;0;0;0;560;0;0;1;0;0;0;313600;1120;0;320;1;1;64;1;1;1;0,569;0,285
4,22;3,62;2,31;282;282;1;282;1;0;0;0;564;0;0;1;0;0;0;318096;1128;0;320;1;1;64;1;1;1;0,565;0,283
4,13;4,14;1,90;284;284;1;284;1;0;0;0;568;0;0;1;0;0;0;322624;1136;0;320;1;1;64;1;1;1;0,561;0,281
4,12;3,41;1,73;286;286;1;286;1;0;0;0;572;0;0;1;0;0;0;327184;1144;0;320;1;1;64;1;1;1;0,557;0,279
4,21;3,92;2,15;288;288;1;288;1;0;0;0;576;0;0;1;0;0;0;331776;1152;0;320;1;1;64;1;1;1;0,554;0,277
4,07;3,09;2,19;290;290;1;290;1;0;0;0;580;0;0;1;0;0;0;336400;1160;0;320;1;1;64;1;1;1;0,550;0,275
4,55;4,05;2,28;292;292;1;292;1;0;0;0;584;0;0;1;0;0;0;341056;1168;0;320;1;1;64;1;1;1;0,546;0,273
4,59;3,65;2,19;294;294;1;294;1;0;0;0;588;0;0;1;0;0;0;345744;1176;0;320;1;1;64;1;1;1;0,542;0,271
4,29;3,89;2,60;296;296;1;296;1;0;0;0;592;0;0;1;0;0;0;350464;1184;0;320;1;1;64;1;1;1;0,539;0,269
4,35;4,31;2,47;298;298;1;298;1;0;0;0;596;0;0;1;0;0;0;355216;1192;0;320;1;1;64;1;1;1;0,535;0,268
4,15;2,96;2,16;300;300;1;300;1;0;0;0;600;0;0;1;0;0;0;360000;1200;0;320;1;1;64;1;1;1;0,532;0,266
4,32;3,82;2,47;302;302;1;302;1;0;0;0;604;0;0;1;0;0;0;364816;1208;0;320;1;1;64;1;1;1;0,528;0,264
4,05;3,90;2,27;304;304;1;304;1;0;0;0;608;0;0;1;0;0;0;369664;1216;0;320;1;1;64;1;1;1;0,525;0,262
4,23;3,73;1,96;306;306;1;306;1;0;0;0;612;0;0;1;0;0;0;374544;1224;0;320;1;1;64;1;1;1;0,521;0,261
3,77;3,67;1,83;308;308;1;308;1;0;0;0;616;0;0;1;0;0;0;379456;1232;0;320;1;1;64;1;1;1;0,518;0,259
4,12;3,14;2,12;310;310;1;310;1;0;0;0;620;0;0;1;0;0;0;384400;1240;0;320;1;1;64;1;1;1;0,514;0,257
4,29;3,79;2,13;312;312;1;312;1;0;0;0;624;0;0;1;0;0;0;389376;1248;0;320;1;1;64;1;1;1;0,511;0,256
4,23;3,29;2,00;314;314;1;314;1;0;0;0;628;0;0;1;0;0;0;394384;1256;0;320;1;1;64;1;1;1;0,508;0,254
4,23;3,47;1,87;316;316;1;316;1;0;0;0;632;0;0;1;0;0;0;399424;1264;0;320;1;1;64;1;1;1;0,505;0,252
4,29;3,85;1,91;318;318;1;318;1;0;0;0;636;0;0;1;0;0;0;404496;1272;0;320;1;1;64;1;1;1;0,502;0,251
3,74;3,36;2,07;320;320;1;320;1;0;0;0;640;0;0;1;0;0;0;409600;1280;0;320;1;1;64;1;1;1;0,498;0,249
4,56;3,92;2,58;322;322;1;322;1;0;0;0;644;0;0;1;0;0;0;414736;1288;0;384;1;1;64;1;1;1;0,594;0,297
4,27;4,22;1,93;324;324;1;324;1;0;0;0;648;0;0;1;0;0;0;419904;1296;0;384;1;1;64;1;1;1;0,591;0,295
3,77;3,56;1,88;326;326;1;326;1;0;0;0;652;0;0;1;0;0;0;425104;1304;0;384;1;1;64;1;1;1;0,587;0,294
4,64;4,18;2,17;328;328;1;328;1;0;0;0;656;0;0;1;0;0;0;430336;1312;0;384;1;1;64;1;1;1;0,584;0,292
4,37;3,23;1,89;330;330;1;330;1;0;0;0;660;0;0;1;0;0;0;435600;1320;0;384;1;1;64;1;1;1;0,580;0,290
4,73;2,70;2,09;332;332;1;332;1;0;0;0;664;0;0;1;0;0;0;440896;1328;0;384;1;1;64;1;1;1;0,577;0,288
4,39;3,81;2,38;334;334;1;334;1;0;0;0;668;0;0;1;0;0;0;446224;1336;0;384;1;1;64;1;1;1;0,573;0,287
4,78;3,90;2,79;336;336;1;336;1;0;0;0;672;0;0;1;0;0;0;451584;1344;0;384;1;1;64;1;1;1;0,570;0,285
4,11;4,11;2,28;338;338;1;338;1;0;0;0;676;0;0;1;0;0;0;456976;1352;0;384;1;1;64;1;1;1;0,566;0,283
4,40;3,22;2,64;340;340;1;340;1;0;0;0;680;0;0;1;0;0;0;462400;1360;0;384;1;1;64;1;1;1;0,563;0,282
4,15;3,70;2,28;342;342;1;342;1;0;0;0;684;0;0;1;0;0;0;467856;1368;0;384;1;1;64;1;1;1;0,560;0,280
4,29;3,45;2,11;344;344;1;344;1;0;0;0;688;0;0;1;0;0;0;473344;1376;0;384;1;1;64;1;1;1;0,557;0,278
4,61;3,71;2,63;346;346;1;346;1;0;0;0;692;0;0;1;0;0;0;478864;1384;0;384;1;1;64;1;1;1;0,553;0,277
4,19;4,07;2,57;348;348;1;348;1;0;0;0;696;0;0;1;0;0;0;484416;1392;0;384;1;1;64;1;1;1;0,550;0,275
4,13;4,41;2,56;350;350;1;350;1;0;0;0;700;0;0;1;0;0;0;490000;1400;0;384;1;1;64;1;1;1;0,547;0,274
4,60;3,40;2,09;352;352;1;352;1;0;0;0;704;0;0;1;0;0;0;495616;1408;0;384;1;1;64;1;1;1;0,544;0,272
4,56;3,14;2,13;354;354;1;354;1;0;0;0;708;0;0;1;0;0;0;501264;1416;0;384;1;1;64;1;1;1;0,541;0,270
4,28;3,58;2,63;356;356;1;356;1;0;0;0;712;0;0;1;0;0;0;506944;1424;0;384;1;1;64;1;1;1;0,538;0,269
4,14;3,85;2,25;358;358;1;358;1;0;0;0;716;0;0;1;0;0;0;512656;1432;0;384;1;1;64;1;1;1;0,535;0,267
4,87;3,67;2,50;360;360;1;360;1;0;0;0;720;0;0;1;0;0;0;518400;1440;0;384;1;1;64;1;1;1;0,532;0,266
4,97;3,72;2,42;362;362;1;362;1;0;0;0;724;0;0;1;0;0;0;524176;1448;0;384;1;1;64;1;1;1;0,529;0,264
4,35;3,99;2,67;364;364;1;364;1;0;0;0;728;0;0;1;0;0;0;529984;1456;0;384;1;1;64;1;1;1;0,526;0,263
4,94;4,30;2,38;366;366;1;366;1;0;0;0;732;0;0;1;0;0;0;535824;1464;0;384;1;1;64;1;1;1;0,523;0,262
5,83;3,67;2,49;368;368;1;368;1;0;0;0;736;0;0;1;0;0;0;541696;1472;0;384;1;1;64;1;1;1;0,520;0,260
4,27;3,30;2,09;370;370;1;370;1;0;0;0;740;0;0;1;0;0;0;547600;1480;0;384;1;1;64;1;1;1;0,518;0,259
4,32;3,55;1,97;372;372;1;372;1;0;0;0;744;0;0;1;0;0;0;553536;1488;0;384;1;1;64;1;1;1;0,515;0,257
5,11;3,68;2,24;374;374;1;374;1;0;0;0;748;0;0;1;0;0;0;559504;1496;0;384;1;1;64;1;1;1;0,512;0,256
4,15;3,41;2,21;376;376;1;376;1;0;0;0;752;0;0;1;0;0;0;565504;1504;0;384;1;1;64;1;1;1;0,509;0,255
4,67;3,72;2,30;378;378;1;378;1;0;0;0;756;0;0;1;0;0;0;571536;1512;0;384;1;1;64;1;1;1;0,507;0,253
4,58;3,98;2,34;380;380;1;380;1;0;0;0;760;0;0;1;0;0;0;577600;1520;0;384;1;1;64;1;1;1;0,504;0,252
4,32;3,48;2,37;382;382;1;382;1;0;0;0;764;0;0;1;0;0;0;583696;1528;0;384;1;1;64;1;1;1;0,501;0,251
4,02;3,85;2,46;384;384;1;384;1;0;0;0;768;0;0;1;0;0;0;589824;1536;0;384;1;1;64;1;1;1;0,499;0,249
4,82;4,79;2,87;386;386;1;386;1;0;0;0;772;0;0;1;0;0;0;595984;1544;0;448;1;1;64;1;1;1;0,579;0,289
4,34;3,46;2,37;388;388;1;388;1;0;0;0;776;0;0;1;0;0;0;602176;1552;0;448;1;1;64;1;1;1;0,576;0,288
4,24;3,85;2,60;390;390;1;390;1;0;0;0;780;0;0;1;0;0;0;608400;1560;0;448;1;1;64;1;1;1;0,573;0,286
4,50;3,85;2,47;392;392;1;392;1;0;0;0;784;0;0;1;0;0;0;614656;1568;0;448;1;1;64;1;1;1;0,570;0,285
4,76;3,90;2,62;394;394;1;394;1;0;0;0;788;0;0;1;0;0;0;620944;1576;0;448;1;1;64;1;1;1;0,567;0,284
4,79;3,57;2,20;396;396;1;396;1;0;0;0;792;0;0;1;0;0;0;627264;1584;0;448;1;1;64;1;1;1;0,564;0,282
4,64;3,68;2,03;398;398;1;398;1;0;0;0;796;0;0;1;0;0;0;633616;1592;0;448;1;1;64;1;1;1;0,561;0,281
4,63;4,44;2,70;400;400;1;400;1;0;0;0;800;0;0;1;0;0;0;640000;1600;0;448;1;1;64;1;1;1;0,559;0,279
4,44;4,02;2,82;402;402;1;402;1;0;0;0;804;0;0;1;0;0;0;646416;1608;0;448;1;1;64;1;1;1;0,556;0,278
4,81;4,02;2,01;404;404;1;404;1;0;0;0;808;0;0;1;0;0;0;652864;1616;0;448;1;1;64;1;1;1;0,553;0,277
4,42;3,47;2,71;406;406;1;406;1;0;0;0;812;0;0;1;0;0;0;659344;1624;0;448;1;1;64;1;1;1;0,550;0,275
4,72;3,78;2,49;408;408;1;408;1;0;0;0;816;0;0;1;0;0;0;665856;1632;0;448;1;1;64;1;1;1;0,548;0,274
4,24;4,21;2,38;410;410;1;410;1;0;0;0;820;0;0;1;0;0;0;672400;1640;0;448;1;1;64;1;1;1;0,545;0,273
4,75;4,42;2,04;412;412;1;412;1;0;0;0;824;0;0;1;0;0;0;678976;1648;0;448;1;1;64;1;1;1;0,542;0,271
4,90;3,92;2,23;414;414;1;414;1;0;0;0;828;0;0;1;0;0;0;685584;1656;0;448;1;1;64;1;1;1;0,540;0,270
5,22;3,67;2,48;416;416;1;416;1;0;0;0;832;0;0;1;0;0;0;692224;1664;0;448;1;1;64;1;1;1;0,537;0,269
5,22;4,40;2,20;418;418;1;418;1;0;0;0;836;0;0;1;0;0;0;698896;1672;0;448;1;1;64;1;1;1;0,535;0,267
4,85;3,55;2,16;420;420;1;420;1;0;0;0;840;0;0;1;0;0;0;705600;1680;0;448;1;1;64;1;1;1;0,532;0,266
4,32;3,38;2,36;422;422;1;422;1;0;0;0;844;0;0;1;0;0;0;712336;1688;0;448;1;1;64;1;1;1;0,530;0,265
4,63;3,94;2,46;424;424;1;424;1;0;0;0;848;0;0;1;0;0;0;719104;1696;0;448;1;1;64;1;1;1;0,527;0,264
4,55;3,85;2,21;426;426;1;426;1;0;0;0;852;0;0;1;0;0;0;725904;1704;0;448;1;1;64;1;1;1;0,525;0,262
4,70;3,56;2,55;428;428;1;428;1;0;0;0;856;0;0;1;0;0;0;732736;1712;0;448;1;1;64;1;1;1;0,522;0,261
4,78;4,34;3,03;430;430;1;430;1;0;0;0;860;0;0;1;0;0;0;739600;1720;0;448;1;1;64;1;1;1;0,520;0,260
