Training sample index,Branch count,Read accesses to global memory (per thread),Write accesses to global memory (per thread),Read accesses to local memory (per thread),Write accesses to local memory (per thread),Read accesses to constant memory (per thread),Arithmetic operations (per thread),Logic operations (per thread),Bitwise operations (per thread),Comparison operations (per thread),Pown operations (per thread),Sqrt operations (per thread),Hypot operations (per thread),Data size transf from host to device (bytes),Data size transf from device to host (bytes),Data size allocated locally (bytes),Global work size dim 1 (number of threads),Global work size dim 2 (number of threads),Global work size dim 3 (number of threads),Local work size dim 1 (number of threads),Local work size dim 2 (number of threads),Local work size dim 3 (number of threads),Loop iterations,Intra cache usage global,Inter cache usage global,Intra collision global,Intra cohaleshing global,Intra cache usage local,Intra collision local,Intra cohaleshing local,Cache Misses,Tahiti Completion Time (ms),Devastator Completion Time (ms),AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms),cache misses manuali,least set bit,Tahiti Compute units,Devastator compute units,Tahiti job count,Devastator job count,Num groups
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.71,3.92,12.7,108,64,32,6,1,5,27
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.77,3.7,13.63,108,64,32,6,1,5,27
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.74,2.08,3.65,112,256,32,6,1,5,28
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.75,2.19,4.9,112,256,32,6,1,5,28
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.78,2.55,5.87,112,256,32,6,1,5,28
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,1.97,2.75,6.95,112,256,32,6,1,5,28
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.2,2.94,8.21,112,256,32,6,1,5,28
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.29,3.35,9.58,112,256,32,6,1,5,28
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.48,3.37,10.74,112,256,32,6,1,5,28
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.45,3.81,11.59,112,256,32,6,1,5,28
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.72,3.61,13.01,112,256,32,6,1,5,28
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.88,4.02,13.82,112,256,32,6,1,5,28
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.71,2.17,3.92,116,64,32,6,1,5,29
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.65,2.2,4.94,116,64,32,6,1,5,29
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.9,2.66,6.45,116,64,32,6,1,5,29
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,1.99,2.57,7.34,116,64,32,6,1,5,29
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.23,3.01,8.96,116,64,32,6,1,5,29
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.35,3.11,9.68,116,64,32,6,1,5,29
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.56,3.25,11.08,116,64,32,6,1,5,29
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.75,3.64,12.67,116,64,32,6,1,5,29
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.55,3.37,13.49,116,64,32,6,1,5,29
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.43,3.54,14.86,116,64,32,6,1,5,29
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.7,2.1,3.95,120,128,32,6,1,5,30
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.8,2.42,5.2,120,128,32,6,1,5,30
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,2,2.68,6.49,120,128,32,6,1,5,30
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,2.08,2.81,7.54,120,128,32,6,1,5,30
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.33,3.11,8.93,120,128,32,6,1,5,30
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.37,3.06,9.83,120,128,32,6,1,5,30
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.49,3.27,11.16,120,128,32,6,1,5,30
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.43,3.17,12.28,120,128,32,6,1,5,30
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.59,3.48,13.56,120,128,32,6,1,5,30
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.78,3.53,14.94,120,128,32,6,1,5,30
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.57,1.69,4.17,124,64,32,6,1,6,31
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.73,2.02,5.38,124,64,32,6,1,6,31
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,2.07,2.51,7.01,124,64,32,6,1,6,31
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,1.85,2.84,7.68,124,64,32,6,1,6,31
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.03,3.06,8.84,124,64,32,6,1,6,31
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.45,3.43,10.55,124,64,32,6,1,6,31
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.63,3.53,11.76,124,64,32,6,1,6,31
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.65,3.61,12.84,124,64,32,6,1,6,31
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.81,3.7,14.08,124,64,32,6,1,6,31
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.99,3.89,14.89,124,64,32,6,1,6,31
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.52,1.93,3.97,128,2048,32,6,1,6,32
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.62,2.25,5.18,128,2048,32,6,1,6,32
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.94,2.78,6.63,128,2048,32,6,1,6,32
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,2.06,2.81,7.79,128,2048,32,6,1,6,32
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.2,2.89,8.9,128,2048,32,6,1,6,32
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.25,2.88,10.68,128,2048,32,6,1,6,32
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.49,3.22,11.51,128,2048,32,6,1,6,32
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.62,3.57,13.46,128,2048,32,6,1,6,32
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.38,3.13,14.25,128,2048,32,6,1,6,32
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.52,3.75,15.66,128,2048,32,6,1,6,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
